model,phase,tp,batch_size,input_len,output_len,repeat_count,calls,logical_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,unique_payload_sizes,min_payload_bytes,max_payload_bytes,ops_json,histogram_json,raw_ops_json,collective_families_json
qwen3-30b-a3b,decode,8,4,128,32,3,3007,49266688,86216704.0,42098,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,128,128,3,12319,201834496,353210368.0,172466,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,128,512,3,49567,812105728,1421185024.0,693938,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,2048,32,3,3007,49266688,86216704.0,42098,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,2048,128,3,12319,201834496,353210368.0,172466,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,2048,512,3,49567,812105728,1421185024.0,693938,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,8192,32,3,3007,49266688,86216704.0,42098,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":62,""fused_allreduce_residual_rmsnorm:16384"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,8192,128,3,12319,201834496,353210368.0,172466,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":254,""fused_allreduce_residual_rmsnorm:16384"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,4,8192,512,3,49567,812105728,1421185024.0,693938,1,16384,16384,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:16384"":1022,""fused_allreduce_residual_rmsnorm:16384"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,128,32,3,3007,98533376,172433408.0,42098,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,128,128,3,12319,403668992,706420736.0,172466,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,128,512,3,49567,1624211456,2842370048.0,693938,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,2048,32,3,3007,98533376,172433408.0,42098,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,2048,128,3,12319,403668992,706420736.0,172466,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,2048,512,3,49567,1624211456,2842370048.0,693938,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,8192,32,3,3007,98533376,172433408.0,42098,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":62,""fused_allreduce_residual_rmsnorm:32768"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,8192,128,3,12319,403668992,706420736.0,172466,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":254,""fused_allreduce_residual_rmsnorm:32768"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,8,8192,512,3,49567,1624211456,2842370048.0,693938,1,32768,32768,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:32768"":1022,""fused_allreduce_residual_rmsnorm:32768"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,128,32,3,3007,197066752,344866816.0,42098,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,128,128,3,12319,807337984,1412841472.0,172466,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,128,512,3,49567,3248422912,5684740096.0,693938,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,2048,32,3,3007,197066752,344866816.0,42098,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,2048,128,3,12319,807337984,1412841472.0,172466,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,2048,512,3,49567,3248422912,5684740096.0,693938,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,8192,32,3,3007,197066752,344866816.0,42098,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":62,""fused_allreduce_residual_rmsnorm:65536"":2945}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,8192,128,3,12319,807337984,1412841472.0,172466,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":254,""fused_allreduce_residual_rmsnorm:65536"":12065}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,decode,8,16,8192,512,3,49567,3248422912,5684740096.0,693938,1,65536,65536,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:65536"":1022,""fused_allreduce_residual_rmsnorm:65536"":48545}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,1,128,8,3,97,50855936,50855936.0,194,1,524288,524288,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:524288"":2,""fused_allreduce_residual_rmsnorm:524288"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,1,512,8,3,97,203423744,203423744.0,194,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,1,2048,8,3,97,813694976,813694976.0,194,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,1,8192,8,3,97,3254779904,3254779904.0,194,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,2,128,8,3,97,101711872,101711872.0,194,1,1048576,1048576,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:1048576"":2,""fused_allreduce_residual_rmsnorm:1048576"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,2,512,8,3,97,406847488,406847488.0,194,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,2,2048,8,3,97,1627389952,1627389952.0,194,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,2,8192,8,3,97,6509559808,6509559808.0,194,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,4,128,8,3,97,203423744,203423744.0,194,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,4,512,8,3,97,813694976,813694976.0,194,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,4,2048,8,3,97,3254779904,3254779904.0,194,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,4,8192,8,3,97,13019119616,13019119616.0,194,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,8,128,8,3,97,406847488,406847488.0,194,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,8,512,8,3,97,1627389952,1627389952.0,194,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,8,2048,8,3,97,6509559808,6509559808.0,194,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,8,8192,8,3,97,26038239232,26038239232.0,194,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,16,128,8,3,97,813694976,813694976.0,194,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,16,512,8,3,97,3254779904,3254779904.0,194,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,16,2048,8,3,97,13019119616,13019119616.0,194,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,2,16,8192,8,3,97,52076478464,52076478464.0,194,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,1,128,8,3,97,50855936,76283904.0,582,1,524288,524288,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:524288"":2,""fused_allreduce_residual_rmsnorm:524288"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,1,512,8,3,97,203423744,305135616.0,582,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,1,2048,8,3,97,813694976,1220542464.0,582,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,1,8192,8,3,97,3254779904,4882169856.0,582,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,2,128,8,3,97,101711872,152567808.0,582,1,1048576,1048576,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:1048576"":2,""fused_allreduce_residual_rmsnorm:1048576"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,2,512,8,3,97,406847488,610271232.0,582,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,2,2048,8,3,97,1627389952,2441084928.0,582,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,2,8192,8,3,97,6509559808,9764339712.0,582,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,4,128,8,3,97,203423744,305135616.0,582,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,4,512,8,3,97,813694976,1220542464.0,582,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,4,2048,8,3,97,3254779904,4882169856.0,582,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,4,8192,8,3,97,13019119616,19528679424.0,582,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,8,128,8,3,97,406847488,610271232.0,582,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,8,512,8,3,97,1627389952,2441084928.0,582,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,8,2048,8,3,97,6509559808,9764339712.0,582,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,8,8192,8,3,97,26038239232,39057358848.0,582,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,16,128,8,3,97,813694976,1220542464.0,582,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,16,512,8,3,97,3254779904,4882169856.0,582,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,16,2048,8,3,97,13019119616,19528679424.0,582,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,4,16,8192,8,3,97,52076478464,78114717696.0,582,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,1,128,8,3,97,50855936,88997888.0,1358,1,524288,524288,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:524288"":2,""fused_allreduce_residual_rmsnorm:524288"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,1,512,8,3,97,203423744,355991552.0,1358,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,1,2048,8,3,97,813694976,1423966208.0,1358,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,1,8192,8,3,97,3254779904,5695864832.0,1358,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,2,128,8,3,97,101711872,177995776.0,1358,1,1048576,1048576,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:1048576"":2,""fused_allreduce_residual_rmsnorm:1048576"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,2,512,8,3,97,406847488,711983104.0,1358,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,2,2048,8,3,97,1627389952,2847932416.0,1358,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,2,8192,8,3,97,6509559808,11391729664.0,1358,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,4,128,8,3,97,203423744,355991552.0,1358,1,2097152,2097152,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:2097152"":2,""fused_allreduce_residual_rmsnorm:2097152"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,4,512,8,3,97,813694976,1423966208.0,1358,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,4,2048,8,3,97,3254779904,5695864832.0,1358,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,4,8192,8,3,97,13019119616,22783459328.0,1358,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,8,128,8,3,97,406847488,711983104.0,1358,1,4194304,4194304,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,8,512,8,3,97,1627389952,2847932416.0,1358,1,16777216,16777216,"[""all_reduce""]","{""all_reduce:16777216"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,8,2048,8,3,97,6509559808,11391729664.0,1358,1,67108864,67108864,"[""all_reduce""]","{""all_reduce:67108864"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,8,8192,8,3,97,26038239232,45566918656.0,1358,1,268435456,268435456,"[""all_reduce""]","{""all_reduce:268435456"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,16,128,8,3,97,813694976,1423966208.0,1358,1,8388608,8388608,"[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","{""all_reduce:8388608"":2,""fused_allreduce_residual_rmsnorm:8388608"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,16,512,8,3,97,3254779904,5695864832.0,1358,1,33554432,33554432,"[""all_reduce""]","{""all_reduce:33554432"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,16,2048,8,3,97,13019119616,22783459328.0,1358,1,134217728,134217728,"[""all_reduce""]","{""all_reduce:134217728"":97}","[""all_reduce""]","[""all_reduce""]"
qwen3-30b-a3b,prefill,8,16,8192,8,3,97,52076478464,91133837312.0,1358,1,536870912,536870912,"[""all_reduce""]","{""all_reduce:536870912"":97}","[""all_reduce""]","[""all_reduce""]"
